FIPS,Pred0,Pred1,Pred2,Pred3,80_0,80_1,80_2,80_3,Actual
1001,378.39803602426025,262.32,339.75446,313.0,Apr-15-2022,Dec-20-2021,Mar-07-2022,Feb-09-2022,
1003,385.2759440255904,259.62,343.63574,313.0,Mar-29-2022,Nov-23-2021,Feb-15-2022,Jan-16-2022,
1005,377.5634094414301,214.56,284.70203,201.0,Jan-19-2022,Aug-09-2021,Oct-18-2021,Jul-27-2021,
1007,361.26222604864796,256.9,322.14075,316.0,Jan-04-2022,Sep-21-2021,Nov-26-2021,Nov-20-2021,
1009,395.64830962957643,239.37,368.61844,225.0,Feb-05-2022,Sep-02-2021,Jan-09-2022,Aug-19-2021,
1011,367.6089628459645,264.03,316.00018,313.0,Mar-11-2022,Nov-28-2021,Jan-19-2022,Jan-16-2022,
1013,291.34947252687175,295.49,247.76672,326.0,Nov-22-2021,Nov-26-2021,Oct-09-2021,Dec-27-2021,
1015,302.63378941684505,261.83,266.8563,329.0,Nov-19-2021,Oct-09-2021,Oct-14-2021,Dec-16-2021,
1017,381.0806823951878,265.79,323.81396,298.0,Jan-22-2022,Sep-28-2021,Nov-25-2021,Oct-31-2021,
1019,345.38783625348975,300.84,256.8929,330.0,Jan-23-2022,Dec-09-2021,Oct-26-2021,Jan-08-2022,
1021,408.34003285275196,257.24,356.62955,295.0,May-22-2022,Dec-22-2021,Mar-31-2022,Jan-29-2022,
1023,427.2477799314074,238.14,393.35126,225.0,Mar-15-2022,Sep-07-2021,Feb-09-2022,Aug-25-2021,
1025,425.0579133555051,239.64,383.87155,225.0,Mar-06-2022,Sep-01-2021,Jan-23-2022,Aug-18-2021,
1027,410.8658588716663,242.51,384.66806,225.0,Apr-30-2022,Nov-13-2021,Apr-04-2022,Oct-27-2021,
1029,406.45118189194113,266.43,352.0998,313.0,Apr-21-2022,Dec-02-2021,Feb-26-2022,Jan-18-2022,
1031,410.0172028317764,257.05,357.47122,313.0,Feb-26-2022,Sep-26-2021,Jan-04-2022,Nov-21-2021,
1033,428.03722817621326,239.94,392.8723,225.0,Mar-12-2022,Sep-04-2021,Feb-04-2022,Aug-21-2021,
1035,382.88697051152326,258.07,355.82642,295.0,Jan-25-2022,Sep-23-2021,Dec-29-2021,Oct-30-2021,
1037,432.6176077749665,229.17,281.2805,225.0,Mar-21-2022,Aug-30-2021,Oct-21-2021,Aug-26-2021,
1039,436.1230561962263,237.3,393.14438,225.0,Mar-19-2022,Sep-01-2021,Feb-04-2022,Aug-20-2021,
1041,392.36088100308433,273.52,262.51483,300.0,Mar-24-2022,Nov-25-2021,Nov-14-2021,Dec-22-2021,
1043,425.93800229193636,241.89,367.88147,225.0,Apr-07-2022,Oct-05-2021,Feb-08-2022,Sep-19-2021,
1045,415.38300731101134,240.23,407.7415,225.0,Feb-27-2022,Sep-05-2021,Feb-19-2022,Aug-21-2021,
1047,463.5067984240389,237.1,289.57785,225.0,Apr-27-2022,Sep-13-2021,Nov-04-2021,Sep-01-2021,
1049,432.82911183823603,237.48,410.59338,225.0,May-23-2022,Nov-09-2021,May-01-2022,Oct-28-2021,
1051,420.0868863529258,240.6,392.49277,225.0,Mar-31-2022,Oct-02-2021,Mar-03-2022,Sep-17-2021,
1053,458.5332343675126,242.12,313.94977,225.0,Apr-08-2022,Sep-04-2021,Nov-14-2021,Aug-18-2021,
1055,418.4030405267509,242.35,370.13223,225.0,Mar-09-2022,Sep-14-2021,Jan-20-2022,Aug-28-2021,
1057,417.4258102270361,258.69,359.51703,313.0,Apr-14-2022,Nov-06-2021,Feb-15-2022,Dec-31-2021,
1059,388.5844027988181,261.81,327.86624,314.0,Mar-21-2022,Nov-14-2021,Jan-19-2022,Jan-06-2022,
1061,374.8034858542074,258.31,320.15836,295.0,Jan-08-2022,Sep-14-2021,Nov-15-2021,Oct-21-2021,
1063,344.71777438410305,237.53,287.50702,268.0,Dec-17-2021,Sep-01-2021,Oct-21-2021,Oct-02-2021,
1065,379.7244423084461,244.09,276.5562,316.0,Jan-21-2022,Sep-08-2021,Oct-10-2021,Nov-19-2021,
1067,372.52477386104215,258.88,316.43152,314.0,Feb-06-2022,Oct-15-2021,Dec-12-2021,Dec-10-2021,
1069,350.0989857207847,261.1,307.06647,313.0,Dec-27-2021,Sep-29-2021,Nov-14-2021,Nov-20-2021,
1071,364.2701591789242,263.76,318.15942,298.0,Jan-14-2022,Oct-05-2021,Nov-29-2021,Nov-09-2021,
1073,379.247501953621,262.93,317.93643,316.0,Jan-22-2022,Sep-27-2021,Nov-21-2021,Nov-20-2021,
1075,368.5013865560113,251.76,298.0404,297.0,Mar-13-2022,Nov-16-2021,Jan-02-2022,Jan-01-2022,
1077,279.8054003862581,304.46,246.75604,325.0,Jan-04-2022,Jan-29-2022,Dec-02-2021,Feb-19-2022,
1079,346.2617980579014,302.81,269.1035,287.0,Dec-11-2021,Oct-28-2021,Sep-25-2021,Oct-13-2021,
1081,336.0202737828821,308.76,259.44446,331.0,Dec-14-2021,Nov-16-2021,Sep-28-2021,Dec-09-2021,
1083,325.44907411667793,307.14,267.11865,327.0,Feb-06-2022,Jan-19-2022,Dec-10-2021,Feb-08-2022,
1085,346.2065949760773,262.15,281.58173,268.0,Feb-18-2022,Nov-26-2021,Dec-15-2021,Dec-02-2021,
1087,345.2574500811305,252.93,273.4061,297.0,Dec-31-2021,Sep-29-2021,Oct-20-2021,Nov-13-2021,
1089,346.1077299500448,304.75,258.8012,318.0,Dec-17-2021,Nov-05-2021,Sep-20-2021,Nov-19-2021,
1091,364.8395263586178,264.25,279.20798,268.0,Jan-07-2022,Sep-29-2021,Oct-14-2021,Oct-03-2021,
1093,348.33285517688387,292.73,262.83017,281.0,Dec-21-2021,Oct-26-2021,Sep-26-2021,Oct-15-2021,
1095,363.51457829837915,256.0,292.19507,291.0,Jan-10-2022,Sep-25-2021,Oct-31-2021,Oct-30-2021,
1097,363.37362129375725,256.65,279.06546,315.0,Jan-03-2022,Sep-18-2021,Oct-11-2021,Nov-16-2021,
1099,378.2974737000871,254.83,297.9676,291.0,Jan-21-2022,Sep-19-2021,Nov-01-2021,Oct-26-2021,
1101,378.0095215042355,264.44,300.1859,316.0,Jan-21-2022,Sep-29-2021,Nov-04-2021,Nov-20-2021,
1103,355.8787344193161,253.91,272.09265,268.0,Jan-03-2022,Sep-23-2021,Oct-12-2021,Oct-08-2021,
1105,360.3207897511199,254.37,276.7915,311.0,Jan-01-2022,Sep-17-2021,Oct-09-2021,Nov-13-2021,
1107,323.3502582853638,281.6,253.00597,268.0,Jan-22-2022,Dec-11-2021,Nov-13-2021,Nov-28-2021,
1109,334.7294140233254,277.45,255.75107,269.0,Dec-20-2021,Oct-24-2021,Oct-02-2021,Oct-16-2021,
1111,327.1888356558276,281.61,241.45049,289.0,Dec-06-2021,Oct-21-2021,Sep-11-2021,Oct-29-2021,
1113,368.87528042254786,257.86,292.91443,314.0,Mar-07-2022,Nov-16-2021,Dec-21-2021,Jan-12-2022,
1115,336.0433234211831,260.92,255.03818,268.0,Jan-08-2022,Oct-24-2021,Oct-19-2021,Nov-01-2021,
1117,352.32345225436916,251.76,275.47565,297.0,Dec-25-2021,Sep-15-2021,Oct-09-2021,Oct-31-2021,
1119,327.6514673623603,273.05,245.96158,270.0,Nov-25-2021,Oct-02-2021,Sep-04-2021,Sep-29-2021,
1121,385.57514758060006,263.46,289.13806,321.0,Jan-26-2022,Sep-26-2021,Oct-22-2021,Nov-23-2021,
1123,335.8653307377681,309.24,257.21082,327.0,Dec-15-2021,Nov-19-2021,Sep-28-2021,Dec-07-2021,
1125,351.38635251984334,262.73,292.96176,272.0,Jan-05-2022,Oct-08-2021,Nov-07-2021,Oct-18-2021,
1127,315.5806241081382,291.91,244.47577,289.0,Nov-20-2021,Oct-27-2021,Sep-10-2021,Oct-25-2021,
1129,366.50198805076315,228.2,280.5054,220.0,Jan-22-2022,Sep-06-2021,Oct-28-2021,Aug-29-2021,
1131,366.7873883096371,257.35,286.0229,288.0,Jan-28-2022,Oct-11-2021,Nov-09-2021,Nov-11-2021,
1133,358.83053811969864,247.95,266.4458,276.0,Jan-19-2022,Sep-30-2021,Oct-19-2021,Oct-29-2021,
2013,348.9741517049311,258.75,288.2576,292.0,Jan-11-2022,Oct-13-2021,Nov-12-2021,Nov-16-2021,
2016,346.7035387889355,244.72,260.30652,272.0,Dec-31-2021,Sep-20-2021,Oct-06-2021,Oct-18-2021,
2020,348.62728979304075,285.79,256.6816,275.0,Dec-20-2021,Oct-18-2021,Sep-19-2021,Oct-08-2021,
2050,317.41705557947364,292.72,244.60854,327.0,Dec-08-2021,Nov-13-2021,Sep-26-2021,Dec-18-2021,
2060,378.0561030287416,256.07,303.80753,314.0,Jan-24-2022,Sep-24-2021,Nov-10-2021,Nov-21-2021,Jun-02-2021
2068,355.07317986655795,253.76,291.46463,283.0,Dec-31-2021,Sep-20-2021,Oct-28-2021,Oct-20-2021,
2070,379.0496649777981,266.46,301.8552,327.0,Jan-23-2022,Oct-02-2021,Nov-06-2021,Dec-02-2021,
2090,391.7118991390929,261.92,305.1947,316.0,Feb-02-2022,Sep-25-2021,Nov-08-2021,Nov-19-2021,
2100,352.9209944881995,259.77,273.07242,315.0,Dec-25-2021,Sep-23-2021,Oct-07-2021,Nov-18-2021,
2105,379.5704055668369,264.19,301.8552,314.0,Jan-27-2022,Oct-04-2021,Nov-10-2021,Nov-23-2021,
2110,354.13448980908345,248.2,284.72388,262.0,Feb-20-2022,Nov-06-2021,Dec-12-2021,Nov-20-2021,
2122,373.22738332139943,260.79,302.90268,268.0,Mar-18-2022,Nov-25-2021,Jan-06-2022,Dec-03-2021,
2130,336.19376936844196,242.57,264.87888,256.0,Dec-15-2021,Sep-12-2021,Oct-04-2021,Sep-26-2021,
2150,349.6372589465216,253.43,273.11444,311.0,Jan-12-2022,Oct-08-2021,Oct-28-2021,Dec-05-2021,
2158,361.50234711911406,244.38,341.1244,225.0,Jan-08-2022,Sep-13-2021,Dec-19-2021,Aug-25-2021,
2164,340.719525400883,263.71,329.8244,301.0,Dec-11-2021,Sep-25-2021,Nov-30-2021,Nov-02-2021,
2170,348.28036142836345,271.39,261.96533,329.0,Jan-10-2022,Oct-25-2021,Oct-15-2021,Dec-22-2021,
2180,343.86511631380506,239.17,283.6484,244.0,Feb-10-2022,Oct-29-2021,Dec-12-2021,Nov-03-2021,
2185,339.4744678920761,262.98,296.79514,298.0,Jan-23-2022,Nov-07-2021,Dec-11-2021,Dec-13-2021,
2188,279.4563037993229,287.24,251.36168,294.0,Oct-12-2021,Oct-20-2021,Sep-14-2021,Oct-27-2021,
2195,349.1482504548267,263.05,340.39685,272.0,Dec-27-2021,Oct-02-2021,Dec-18-2021,Oct-11-2021,
2198,436.3456155957495,238.52,291.3324,225.0,Apr-03-2022,Sep-17-2021,Nov-09-2021,Sep-04-2021,
2220,365.32498781892446,262.6,298.38208,319.0,Feb-21-2022,Nov-10-2021,Dec-16-2021,Jan-06-2022,
2230,356.31129570940476,255.38,287.05853,290.0,Jan-05-2022,Sep-26-2021,Oct-28-2021,Oct-31-2021,
2240,348.35149290118915,259.02,298.41132,268.0,Dec-26-2021,Sep-28-2021,Nov-06-2021,Oct-07-2021,
2261,361.86346473866814,264.13,301.09143,272.0,Mar-02-2022,Nov-25-2021,Jan-01-2022,Dec-03-2021,
2275,422.222379305883,236.31,283.26547,225.0,Apr-16-2022,Oct-12-2021,Nov-28-2021,Oct-01-2021,
2282,423.9776322083264,236.39,287.01895,225.0,Mar-27-2022,Sep-21-2021,Nov-11-2021,Sep-10-2021,
2290,416.09299211900645,235.51,284.83798,225.0,Mar-05-2022,Sep-05-2021,Oct-24-2021,Aug-26-2021,
4001,366.2533336693753,263.39,293.2592,319.0,Feb-18-2022,Nov-07-2021,Dec-07-2021,Jan-02-2022,Jan-14-2022
4003,424.5225901323246,236.38,284.0735,225.0,Apr-21-2022,Oct-15-2021,Dec-02-2021,Oct-04-2021,
4005,360.2148590533996,263.14,291.60944,268.0,Jan-03-2022,Sep-28-2021,Oct-26-2021,Oct-03-2021,
4007,424.98085090783496,285.77,259.26602,269.0,Mar-26-2022,Nov-07-2021,Oct-12-2021,Oct-22-2021,
4009,432.6495836569842,239.0,311.82776,225.0,Apr-02-2022,Sep-21-2021,Dec-02-2021,Sep-07-2021,
4011,344.8105072047216,257.24,280.4057,288.0,Jan-22-2022,Oct-27-2021,Nov-19-2021,Nov-27-2021,
4012,342.0967715447996,295.72,268.1113,296.0,Feb-15-2022,Dec-30-2021,Dec-03-2021,Dec-31-2021,
4013,377.72090988150177,309.89,276.71106,326.0,Jan-22-2022,Nov-15-2021,Oct-13-2021,Dec-02-2021,
4015,364.2714165493956,252.44,285.83282,297.0,Jan-07-2022,Sep-17-2021,Oct-20-2021,Nov-01-2021,
4017,358.5790887266781,250.87,284.3753,265.0,Jan-03-2022,Sep-17-2021,Oct-21-2021,Oct-02-2021,
4019,366.82116176864696,253.26,294.2005,311.0,Mar-06-2022,Nov-13-2021,Dec-24-2021,Jan-10-2022,
4021,365.6722746487549,264.89,310.0102,313.0,Jan-08-2022,Sep-29-2021,Nov-14-2021,Nov-17-2021,
4023,349.39752258354383,263.24,294.72772,292.0,Dec-31-2021,Oct-06-2021,Nov-06-2021,Nov-04-2021,Aug-09-2021
4025,386.4850651127015,268.3,304.68893,316.0,Apr-09-2022,Dec-12-2021,Jan-17-2022,Jan-29-2022,
4027,389.51944502302223,267.19,323.29907,313.0,Jan-31-2022,Oct-01-2021,Nov-26-2021,Nov-16-2021,
5001,338.32652719750797,293.29,260.75406,325.0,Jan-07-2022,Nov-23-2021,Oct-21-2021,Dec-25-2021,
5003,388.16132139440305,262.13,350.52228,313.0,Feb-18-2022,Oct-15-2021,Jan-11-2022,Dec-05-2021,
5005,365.45552065059945,266.78,307.11923,330.0,Jan-12-2022,Oct-05-2021,Nov-15-2021,Dec-08-2021,
5007,367.75641584181875,263.53,307.04257,316.0,Jan-09-2022,Sep-27-2021,Nov-10-2021,Nov-19-2021,
5009,367.83251000481386,263.29,317.84268,313.0,Jan-10-2022,Sep-28-2021,Nov-21-2021,Nov-17-2021,
5011,349.7205817535536,248.55,270.86118,319.0,Mar-24-2022,Dec-13-2021,Jan-04-2022,Feb-22-2022,
5013,354.0924359323239,262.47,296.53995,272.0,Feb-14-2022,Nov-14-2021,Dec-18-2021,Nov-24-2021,
5015,365.983500466861,263.55,302.78925,298.0,Jan-12-2022,Oct-02-2021,Nov-10-2021,Nov-06-2021,
5017,356.5366292483513,228.02,276.6304,201.0,Dec-30-2021,Aug-24-2021,Oct-11-2021,Jul-28-2021,
5019,382.9085360047724,268.65,324.99637,313.0,Mar-10-2022,Nov-16-2021,Jan-11-2022,Dec-31-2021,
5021,356.96343655042654,255.5,288.28815,289.0,Apr-11-2022,Dec-31-2021,Feb-02-2022,Feb-03-2022,
5023,352.30944597332865,253.81,233.79596,295.0,Jan-29-2022,Oct-22-2021,Oct-02-2021,Dec-03-2021,
5025,379.27397698794994,234.33,288.22534,261.0,Jan-13-2022,Aug-21-2021,Oct-14-2021,Sep-17-2021,
5027,339.85082798106447,219.98,218.4181,290.0,Dec-12-2021,Aug-14-2021,Aug-13-2021,Oct-24-2021,
5029,276.31712051019184,173.14,198.35661,40.0,Nov-08-2021,Jul-28-2021,Aug-22-2021,Mar-17-2021,
5031,300.30367628168307,82.75,159.2589,44.0,Nov-04-2021,Mar-31-2021,Jun-16-2021,Feb-21-2021,
5033,343.56138657652355,263.21,244.67384,295.0,Dec-30-2021,Oct-11-2021,Sep-22-2021,Nov-12-2021,
5035,279.1932371032771,47.01,86.2828,6.0,Oct-16-2021,Feb-26-2021,Apr-06-2021,Jan-16-2021,
5037,284.9404166592361,99.86,163.17155,2.0,Nov-17-2021,May-16-2021,Jul-19-2021,Feb-08-2021,
5039,333.7013494726008,123.21,154.68681,42.0,Dec-15-2021,May-19-2021,Jun-19-2021,Feb-27-2021,
5041,315.89912060659293,68.86,187.96489,42.0,Nov-18-2021,Mar-16-2021,Jul-13-2021,Feb-18-2021,
5043,351.20114615366833,137.24,163.23088,300.0,Feb-20-2022,Jul-21-2021,Aug-16-2021,Dec-31-2021,
5045,343.76584845110136,250.88,223.65251,295.0,Dec-14-2021,Sep-12-2021,Aug-16-2021,Oct-27-2021,
5047,286.95551545955885,50.81,83.74695,42.0,Oct-20-2021,Feb-26-2021,Mar-31-2021,Feb-18-2021,
5049,346.6564215748689,228.52,235.07646,295.0,Jan-13-2022,Sep-17-2021,Sep-24-2021,Nov-23-2021,
5051,320.3787032921309,274.2,241.24954,332.0,Nov-28-2021,Oct-13-2021,Sep-10-2021,Dec-10-2021,
5053,346.8381568439498,113.55,186.29321,1.0,Jan-30-2022,Jun-11-2021,Aug-23-2021,Feb-19-2021,
5055,327.4747706608099,129.95,177.17522,1.0,Mar-07-2022,Aug-21-2021,Oct-08-2021,Apr-15-2021,
5057,337.06886803527476,242.76,214.08545,295.0,Dec-17-2021,Sep-13-2021,Aug-16-2021,Nov-05-2021,
5059,353.16659710018007,266.26,245.98306,272.0,Dec-24-2021,Sep-28-2021,Sep-07-2021,Oct-04-2021,
5061,268.58867866181726,35.96,105.81276,1.0,Jan-01-2022,May-13-2021,Jul-22-2021,Apr-09-2021,
5063,302.1932398667112,94.2,161.6548,40.0,Jan-06-2022,Jun-12-2021,Aug-18-2021,Apr-19-2021,
5065,294.3193786712546,42.55,64.1605,6.0,Nov-03-2021,Feb-24-2021,Mar-18-2021,Jan-19-2021,
5067,308.18289332618247,55.83,159.20981,41.0,Nov-17-2021,Mar-09-2021,Jun-21-2021,Feb-23-2021,
5069,325.2890809046274,67.63,187.22801,42.0,Dec-03-2021,Mar-20-2021,Jul-18-2021,Feb-23-2021,
5071,359.3551274688737,215.79,223.28975,295.0,Jan-06-2022,Aug-15-2021,Aug-23-2021,Nov-03-2021,
5073,354.06352351295385,265.2,282.29343,295.0,Apr-10-2022,Jan-11-2022,Jan-28-2022,Feb-10-2022,
5075,305.7275058175063,254.88,254.58554,290.0,Nov-20-2021,Sep-30-2021,Sep-30-2021,Nov-05-2021,
5077,365.5275725565926,265.55,264.4848,295.0,Jan-21-2022,Oct-13-2021,Oct-12-2021,Nov-12-2021,
5079,308.773534579384,54.47,183.05872,1.0,Nov-22-2021,Mar-13-2021,Jul-20-2021,Jan-19-2021,
5081,357.89943422357425,264.88,284.45264,295.0,Jan-17-2022,Oct-16-2021,Nov-05-2021,Nov-16-2021,
5083,344.47230866664745,221.73,247.67458,295.0,Jan-21-2022,Sep-20-2021,Oct-16-2021,Dec-03-2021,
5085,332.6495380937018,126.22,190.0261,7.0,Dec-13-2021,May-21-2021,Jul-24-2021,Jan-22-2021,
5087,303.3456010582583,134.26,149.90129,300.0,Nov-17-2021,Jun-01-2021,Jun-16-2021,Nov-14-2021,
5089,355.80218658616263,261.55,251.48209,295.0,Jan-16-2022,Oct-14-2021,Oct-04-2021,Nov-17-2021,
5091,325.5929101313472,72.73,186.9771,42.0,Dec-31-2021,Apr-22-2021,Aug-14-2021,Mar-23-2021,
5093,363.6560290116494,228.77,185.43942,326.0,Jan-25-2022,Sep-12-2021,Jul-31-2021,Dec-19-2021,
5095,345.55005520368644,242.3,196.78252,295.0,Jan-10-2022,Sep-29-2021,Aug-14-2021,Nov-21-2021,
5097,249.80565018846403,35.74,48.88052,45.0,Oct-08-2021,Mar-08-2021,Mar-21-2021,Mar-18-2021,
5099,351.2094803815569,121.98,197.97604,1.0,Jan-16-2022,May-31-2021,Aug-15-2021,Jan-31-2021,
5101,319.949754266818,149.97,143.0562,300.0,Dec-25-2021,Jul-08-2021,Jul-02-2021,Dec-06-2021,
5103,333.61388178081864,263.11,274.00024,290.0,Jan-01-2022,Oct-23-2021,Nov-03-2021,Nov-19-2021,
5105,416.43906416918594,237.15,335.66565,225.0,Mar-25-2022,Sep-27-2021,Jan-03-2022,Sep-15-2021,
5107,370.37075675814725,266.73,301.86523,316.0,Jan-23-2022,Oct-11-2021,Nov-15-2021,Nov-30-2021,
5109,353.1163180834694,264.13,253.70732,283.0,Jan-09-2022,Oct-12-2021,Oct-01-2021,Oct-31-2021,
5111,328.8850713925259,191.06,192.34068,300.0,Dec-15-2021,Jul-31-2021,Aug-01-2021,Nov-17-2021,
5113,296.1268362033322,43.15,156.61827,22.0,Nov-04-2021,Feb-24-2021,Jun-17-2021,Feb-03-2021,
5115,345.54894425863614,88.26,185.38417,42.0,Jan-16-2022,May-04-2021,Aug-09-2021,Mar-19-2021,
5117,296.937087003427,54.77,146.16368,42.0,Nov-28-2021,Mar-31-2021,Jul-01-2021,Mar-19-2021,
5119,310.9410708519844,49.94,154.51746,41.0,Nov-26-2021,Mar-10-2021,Jun-23-2021,Mar-02-2021,
5121,322.71998132305384,155.51,196.80078,1.0,Dec-23-2021,Jul-09-2021,Aug-19-2021,Feb-05-2021,
5123,285.1756469363618,50.16,117.90252,22.0,Nov-25-2021,Apr-04-2021,Jun-10-2021,Mar-07-2021,
5125,311.406475110385,58.05,168.69713,1.0,Nov-27-2021,Mar-19-2021,Jul-07-2021,Jan-21-2021,
5127,333.7570044953814,69.94,191.70303,42.0,Dec-26-2021,Apr-06-2021,Aug-06-2021,Mar-10-2021,
5129,322.52779542361486,60.71,178.06483,46.0,Nov-26-2021,Mar-09-2021,Jul-05-2021,Feb-23-2021,
5131,331.3583815419363,92.85,156.48398,300.0,Dec-18-2021,Apr-23-2021,Jun-26-2021,Nov-17-2021,
5133,335.52415503327666,134.04,172.2812,43.0,Jan-06-2022,Jun-19-2021,Jul-27-2021,Mar-20-2021,
5135,189.29489847436062,26.88,57.861256,34.0,Jul-19-2021,Feb-06-2021,Mar-09-2021,Feb-14-2021,
5137,201.51897236882868,77.02,128.6058,45.0,Aug-16-2021,Apr-14-2021,Jun-04-2021,Mar-13-2021,
5139,282.1110620917178,58.63,159.06218,25.0,Nov-08-2021,Mar-29-2021,Jul-08-2021,Feb-24-2021,
5141,295.4289732242026,105.11,146.00981,300.0,Nov-03-2021,Apr-27-2021,Jun-07-2021,Nov-08-2021,
5143,325.19915440768244,114.01,180.24722,46.0,Jan-02-2022,Jun-05-2021,Aug-10-2021,Mar-29-2021,
5145,265.7313154095504,44.77,99.69193,45.0,Nov-01-2021,Mar-25-2021,May-19-2021,Mar-26-2021,
5147,343.78779691485636,264.36,266.05737,290.0,Jan-04-2022,Oct-17-2021,Oct-19-2021,Nov-12-2021,
5149,332.893811791082,120.03,164.45761,18.0,Jan-01-2022,Jun-03-2021,Jul-17-2021,Feb-21-2021,
6001,316.02259793563803,62.18,169.0492,42.0,Dec-18-2021,Apr-08-2021,Jul-24-2021,Mar-19-2021,
6003,363.7379774150488,261.05,277.2509,295.0,Jan-24-2022,Oct-14-2021,Oct-30-2021,Nov-17-2021,
6005,213.68043878033137,10.49,59.352707,1.0,Aug-22-2021,Jan-31-2021,Mar-21-2021,Jan-22-2021,
6007,344.01582645673074,255.38,269.23053,295.0,Jan-26-2022,Oct-29-2021,Nov-12-2021,Dec-08-2021,
6009,357.1689243924207,264.32,280.918,295.0,Dec-30-2021,Sep-28-2021,Oct-14-2021,Oct-29-2021,
6011,352.818851447849,264.01,265.33765,295.0,Jan-03-2022,Oct-07-2021,Oct-08-2021,Nov-07-2021,
6013,259.03046716426843,32.04,73.4196,47.0,Oct-12-2021,Feb-27-2021,Apr-09-2021,Mar-14-2021,
6015,300.32136449626717,92.57,143.04895,1.0,Nov-17-2021,Apr-23-2021,Jun-13-2021,Jan-22-2021,
6017,347.6078906919432,260.96,242.74489,290.0,Jan-14-2022,Oct-19-2021,Oct-01-2021,Nov-18-2021,
6019,360.2714244247023,263.94,290.91812,295.0,Jan-01-2022,Sep-26-2021,Oct-23-2021,Oct-28-2021,
6021,288.55589712623464,40.3,159.34296,1.0,Nov-18-2021,Mar-15-2021,Jul-12-2021,Feb-04-2021,
6023,367.91323358060333,263.52,278.57977,295.0,Jan-28-2022,Oct-16-2021,Oct-31-2021,Nov-17-2021,
6025,343.74669895665363,151.37,214.36388,300.0,Jan-14-2022,Jul-06-2021,Sep-07-2021,Dec-02-2021,
6027,290.54202287729686,49.42,144.34894,22.0,Oct-29-2021,Mar-02-2021,Jun-05-2021,Feb-03-2021,
6029,351.0213754260792,122.68,199.98555,41.0,Jan-11-2022,May-27-2021,Aug-12-2021,Mar-07-2021,
6031,331.76760812380974,151.34,162.7954,270.0,Dec-13-2021,Jun-16-2021,Jun-27-2021,Oct-13-2021,
6033,269.77431466507653,59.42,144.56485,22.0,Oct-17-2021,Mar-21-2021,Jun-14-2021,Feb-12-2021,
6035,276.7390756413345,40.22,114.74334,45.0,Nov-04-2021,Mar-13-2021,May-26-2021,Mar-18-2021,
6037,208.5195000445649,28.17,71.36541,40.0,Aug-28-2021,Mar-01-2021,Apr-13-2021,Mar-13-2021,
6039,309.79560653570013,192.26,206.39903,41.0,Nov-25-2021,Jul-31-2021,Aug-14-2021,Mar-02-2021,
6041,358.10324270326345,264.71,308.46014,327.0,Jan-27-2022,Oct-25-2021,Dec-08-2021,Dec-27-2021,Dec-30-2021
6043,345.15929540454,281.31,278.21802,268.0,Dec-31-2021,Oct-28-2021,Oct-25-2021,Oct-15-2021,
6045,374.76052672985685,265.19,318.2616,298.0,Jan-24-2022,Oct-07-2021,Nov-29-2021,Nov-09-2021,
6047,386.3518069989813,256.73,329.95294,313.0,Feb-12-2022,Oct-05-2021,Dec-17-2021,Dec-01-2021,
6049,376.79067023167266,264.8,336.85123,313.0,Jan-23-2022,Oct-03-2021,Dec-14-2021,Nov-21-2021,
6051,365.305258963457,246.42,290.06628,240.0,Jan-13-2022,Sep-16-2021,Oct-30-2021,Sep-10-2021,
6053,362.67458756208737,266.01,318.32693,313.0,Jan-24-2022,Oct-20-2021,Dec-11-2021,Dec-06-2021,
6055,337.08027245346136,303.0,273.12408,332.0,Dec-23-2021,Nov-19-2021,Oct-20-2021,Dec-18-2021,
6057,368.03333123116147,249.9,302.5105,312.0,Jan-29-2022,Oct-02-2021,Nov-24-2021,Dec-04-2021,
6059,349.8879227498375,261.44,305.6864,298.0,Jan-10-2022,Oct-14-2021,Nov-27-2021,Nov-20-2021,
6061,350.38207831582355,251.8,288.60675,297.0,Jan-13-2022,Oct-06-2021,Nov-12-2021,Nov-21-2021,
6063,413.39623463987505,256.11,350.78525,316.0,Mar-04-2022,Sep-28-2021,Dec-31-2021,Nov-27-2021,
6065,362.69889033610326,271.73,282.5514,308.0,Jan-25-2022,Oct-26-2021,Nov-06-2021,Dec-02-2021,
6067,398.03051925593155,257.35,336.15146,316.0,Mar-02-2022,Oct-12-2021,Dec-30-2021,Dec-10-2021,
6069,407.1002136478143,258.71,325.1923,292.0,Mar-17-2022,Oct-19-2021,Dec-25-2021,Nov-22-2021,
6071,421.61721341580125,262.65,343.52115,298.0,Mar-30-2022,Oct-22-2021,Jan-11-2022,Nov-27-2021,
6073,350.3209831072528,290.98,285.04626,328.0,Jan-12-2022,Nov-13-2021,Nov-08-2021,Dec-21-2021,
6075,366.3350903893025,261.58,311.03497,311.0,Jan-31-2022,Oct-18-2021,Dec-07-2021,Dec-07-2021,
6077,441.8068056988361,256.69,351.22766,316.0,Apr-12-2022,Oct-09-2021,Jan-12-2022,Dec-08-2021,
6079,399.14278953145345,262.01,322.54724,313.0,Feb-23-2022,Oct-09-2021,Dec-08-2021,Nov-29-2021,
6081,380.97173813314487,266.19,318.39603,298.0,Feb-18-2022,Oct-27-2021,Dec-18-2021,Nov-28-2021,
6083,409.55136150910926,259.02,333.70886,292.0,Feb-26-2022,Sep-29-2021,Dec-12-2021,Nov-01-2021,
